data-cut-off-date,web-posting-date,aefi,pfizer-events,pfizer-bivalent-reports,moderna-events,moderna-bivalent-BA1-reports,moderna-bivalent-BA45-reports,cov-azc-events,janssen-events,Novavax-events,unspecified-events,total-events,pfizer-rate,pfizer-bivalent-rate,moderna-rate,moderna-bivalent-BA1-rate,moderna-bivalent-BA45-rate,cov-azc-rate,janssen-rate,Novavax-rate,total-rate
2021-03-19,2021-03-26,Vaccination site swelling,N/A,,N/A,,,N/A,,,N/A,392,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Pruritus (itching),N/A,,N/A,,,N/A,,,N/A,329,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Vaccination site warmth,N/A,,N/A,,,N/A,,,N/A,323,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Vaccination site reaction,N/A,,N/A,,,N/A,,,N/A,307,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Paraesthesia (tingling or prickling),N/A,,N/A,,,N/A,,,N/A,301,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Headache,N/A,,N/A,,,N/A,,,N/A,275,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Urticaria (hives),N/A,,N/A,,,N/A,,,N/A,239,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Nausea,N/A,,N/A,,,N/A,,,N/A,215,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Adenopathy/lymphadenopathy (swollen lymph nodes),N/A,,N/A,,,N/A,,,N/A,213,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Rash,N/A,,N/A,,,N/A,,,N/A,211,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Vaccination site pruritus (itching),N/A,,N/A,,,N/A,,,N/A,207,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Fever ≥ 38°C,N/A,,N/A,,,N/A,,,N/A,195,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Fatigue,N/A,,N/A,,,N/A,,,N/A,192,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Vaccination site cellulitis,N/A,,N/A,,,N/A,,,N/A,173,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Dizziness,N/A,,N/A,,,N/A,,,N/A,171,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Dyspnoea (laboured breathing),N/A,,N/A,,,N/A,,,N/A,158,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Erythema (redness),N/A,,N/A,,,N/A,,,N/A,153,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Hypoaesthesia (numbness),N/A,,N/A,,,N/A,,,N/A,152,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Chills,N/A,,N/A,,,N/A,,,N/A,143,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Vaccination site inflammation,N/A,,N/A,,,N/A,,,N/A,136,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Vomiting,N/A,,N/A,,,N/A,,,N/A,123,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Pain,N/A,,N/A,,,N/A,,,N/A,122,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Other allergic reactions,N/A,,N/A,,,N/A,,,N/A,121,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Vaccination site induration (hardness),N/A,,N/A,,,N/A,,,N/A,118,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Vaccination site rash,N/A,,N/A,,,N/A,,,N/A,106,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Throat tightness,N/A,,N/A,,,N/A,,,N/A,103,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Diarrhea,N/A,,N/A,,,N/A,,,N/A,102,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Tachycardia (fast heartbeat),N/A,,N/A,,,N/A,,,N/A,96,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Chest discomfort,N/A,,N/A,,,N/A,,,N/A,91,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Arthralgia (joint pain),N/A,,N/A,,,N/A,,,N/A,86,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Myalgia (muscle pain),N/A,,N/A,,,N/A,,,N/A,79,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Dermatitis allergic,N/A,,N/A,,,N/A,,,N/A,75,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Extensive swelling of vaccinated limb,N/A,,N/A,,,N/A,,,N/A,71,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Flushing,N/A,,N/A,,,N/A,,,N/A,66,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Dysphagia (difficulty swallowing),N/A,,N/A,,,N/A,,,N/A,66,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Malaise (discomfort),N/A,,N/A,,,N/A,,,N/A,66,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Swelling face,N/A,,N/A,,,N/A,,,N/A,62,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Lip swelling,N/A,,N/A,,,N/A,,,N/A,61,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Cough,N/A,,N/A,,,N/A,,,N/A,59,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-19,2021-03-26,Anaphylaxis,N/A,,N/A,,,N/A,,,N/A,59,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Vaccination site pain,N/A,,N/A,,,N/A,,,N/A,701,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Vaccination site erythema (redness),N/A,,N/A,,,N/A,,,N/A,552,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Vaccination site swelling,N/A,,N/A,,,N/A,,,N/A,425,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Pruritus (itching),N/A,,N/A,,,N/A,,,N/A,391,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Paraesthesia (tingling or prickling),N/A,,N/A,,,N/A,,,N/A,350,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Vaccination site warmth,N/A,,N/A,,,N/A,,,N/A,340,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Vaccination site reaction,N/A,,N/A,,,N/A,,,N/A,321,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Headache,N/A,,N/A,,,N/A,,,N/A,311,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Urticaria (hives),N/A,,N/A,,,N/A,,,N/A,281,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Nausea,N/A,,N/A,,,N/A,,,N/A,245,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Rash,N/A,,N/A,,,N/A,,,N/A,242,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Adenopathy/lymphadenopathy (swollen lymph nodes),N/A,,N/A,,,N/A,,,N/A,242,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Fatigue,N/A,,N/A,,,N/A,,,N/A,226,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Vaccination site pruritus (itching),N/A,,N/A,,,N/A,,,N/A,218,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Fever ≥ 38°C,N/A,,N/A,,,N/A,,,N/A,217,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Dizziness,N/A,,N/A,,,N/A,,,N/A,191,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Vaccination site cellulitis,N/A,,N/A,,,N/A,,,N/A,181,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Erythema (redness),N/A,,N/A,,,N/A,,,N/A,178,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Dyspnoea (laboured breathing),N/A,,N/A,,,N/A,,,N/A,177,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Hypoaesthesia (numbness),N/A,,N/A,,,N/A,,,N/A,176,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Chills,N/A,,N/A,,,N/A,,,N/A,158,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Other allergic reactions,N/A,,N/A,,,N/A,,,N/A,151,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Vaccination site inflammation,N/A,,N/A,,,N/A,,,N/A,143,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Vomiting,N/A,,N/A,,,N/A,,,N/A,142,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Pain,N/A,,N/A,,,N/A,,,N/A,140,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Vaccination site induration (hardness),N/A,,N/A,,,N/A,,,N/A,128,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Throat tightness,N/A,,N/A,,,N/A,,,N/A,123,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Diarrhea,N/A,,N/A,,,N/A,,,N/A,116,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Vaccination site rash,N/A,,N/A,,,N/A,,,N/A,112,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Chest discomfort,N/A,,N/A,,,N/A,,,N/A,106,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Tachycardia (fast hearbeat),N/A,,N/A,,,N/A,,,N/A,104,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Arthralgia (joint pain),N/A,,N/A,,,N/A,,,N/A,96,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Myalgia (muscle pain),N/A,,N/A,,,N/A,,,N/A,88,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Extensive swelling of vaccinated limb,N/A,,N/A,,,N/A,,,N/A,79,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Dermatitis allergic,N/A,,N/A,,,N/A,,,N/A,77,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Dysphagia (difficulty swallowing),N/A,,N/A,,,N/A,,,N/A,77,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Malaise (discomfort),N/A,,N/A,,,N/A,,,N/A,76,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Flushing,N/A,,N/A,,,N/A,,,N/A,74,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Swelling face,N/A,,N/A,,,N/A,,,N/A,71,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Lip swelling,N/A,,N/A,,,N/A,,,N/A,69,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Cough,N/A,,N/A,,,N/A,,,N/A,66,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Feeling hot,N/A,,N/A,,,N/A,,,N/A,64,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Swollen tongue,N/A,,N/A,,,N/A,,,N/A,63,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Abdominal pain,N/A,,N/A,,,N/A,,,N/A,61,N/A,,N/A,,,N/A,N/A,,N/A
2021-03-26,2021-04-01,Anaphylaxis,N/A,,N/A,,,N/A,,,N/A,60,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Vaccination site pain,N/A,,N/A,,,N/A,,,N/A,736,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Vaccination site erythema (redness),N/A,,N/A,,,N/A,,,N/A,572,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Vaccination site swelling,N/A,,N/A,,,N/A,,,N/A,445,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Pruritus (itching),N/A,,N/A,,,N/A,,,N/A,427,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Paraesthesia (tingling or prickling),N/A,,N/A,,,N/A,,,N/A,388,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Vaccination site warmth,N/A,,N/A,,,N/A,,,N/A,354,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Headache,N/A,,N/A,,,N/A,,,N/A,335,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Vaccination site reaction,N/A,,N/A,,,N/A,,,N/A,313,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Urticaria (hives),N/A,,N/A,,,N/A,,,N/A,300,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Nausea,N/A,,N/A,,,N/A,,,N/A,264,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Adenopathy/lymphadenopathy (swollen lymph nodes),N/A,,N/A,,,N/A,,,N/A,258,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Rash,N/A,,N/A,,,N/A,,,N/A,257,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Fatigue,N/A,,N/A,,,N/A,,,N/A,254,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Fever ≥ 38°C,N/A,,N/A,,,N/A,,,N/A,235,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Vaccination site pruritus (itching),N/A,,N/A,,,N/A,,,N/A,228,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Dizziness,N/A,,N/A,,,N/A,,,N/A,216,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Erythema (redness),N/A,,N/A,,,N/A,,,N/A,195,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Dyspnoea (laboured breathing),N/A,,N/A,,,N/A,,,N/A,191,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Vaccination site cellulitis,N/A,,N/A,,,N/A,,,N/A,189,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Hypoaesthesia (numbness),N/A,,N/A,,,N/A,,,N/A,188,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Chills,N/A,,N/A,,,N/A,,,N/A,176,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Vomiting,N/A,,N/A,,,N/A,,,N/A,154,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Pain,N/A,,N/A,,,N/A,,,N/A,153,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Other allergic reactions,N/A,,N/A,,,N/A,,,N/A,149,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Throat tightness,N/A,,N/A,,,N/A,,,N/A,134,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Vaccination site induration (hardness),N/A,,N/A,,,N/A,,,N/A,133,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Diarrhea,N/A,,N/A,,,N/A,,,N/A,127,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Vaccination site rash,N/A,,N/A,,,N/A,,,N/A,119,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Chest discomfort,N/A,,N/A,,,N/A,,,N/A,117,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Vaccination site inflammation,N/A,,N/A,,,N/A,,,N/A,112,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Tachycardia (fast heartbeat),N/A,,N/A,,,N/A,,,N/A,112,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Arthralgia (joint pain),N/A,,N/A,,,N/A,,,N/A,102,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Myalgia (muscle pain),N/A,,N/A,,,N/A,,,N/A,100,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Dysphagia (difficulty swallowing),N/A,,N/A,,,N/A,,,N/A,88,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Malaise (discomfort),N/A,,N/A,,,N/A,,,N/A,88,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Extensive swelling of vaccinated limb,N/A,,N/A,,,N/A,,,N/A,84,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Flushing,N/A,,N/A,,,N/A,,,N/A,81,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Dermatitis allergic,N/A,,N/A,,,N/A,,,N/A,78,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Lip swelling,N/A,,N/A,,,N/A,,,N/A,76,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Feeling hot,N/A,,N/A,,,N/A,,,N/A,74,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Swelling face,N/A,,N/A,,,N/A,,,N/A,73,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Cough,N/A,,N/A,,,N/A,,,N/A,71,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Dysphonia (hoarse voice),N/A,,N/A,,,N/A,,,N/A,69,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Swollen tongue,N/A,,N/A,,,N/A,,,N/A,68,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Oropharyngeal pain (throat pain) ,N/A,,N/A,,,N/A,,,N/A,65,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Abdominal pain,N/A,,N/A,,,N/A,,,N/A,63,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-02,2021-04-09,Anaphylaxis,N/A,,N/A,,,N/A,,,N/A,60,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Vaccination site pain,N/A,,N/A,,,N/A,,,N/A,788,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Vaccintion site erythema (redness),N/A,,N/A,,,N/A,,,N/A,632,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Vaccination site swelling,N/A,,N/A,,,N/A,,,N/A,538,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Pruritus (itching),N/A,,N/A,,,N/A,,,N/A,470,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Paraesthesia (tingling or prickling),N/A,,N/A,,,N/A,,,N/A,427,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Vaccination site warmth,N/A,,N/A,,,N/A,,,N/A,390,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Headache,N/A,,N/A,,,N/A,,,N/A,373,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Urticaria (hives),N/A,,N/A,,,N/A,,,N/A,330,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Vaccination site reaction,N/A,,N/A,,,N/A,,,N/A,328,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Rash,N/A,,N/A,,,N/A,,,N/A,296,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Nausea,N/A,,N/A,,,N/A,,,N/A,289,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Fatigue,N/A,,N/A,,,N/A,,,N/A,277,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Adenopathy/lymphadenopathy (swollen lymph nodes),N/A,,N/A,,,N/A,,,N/A,271,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Vaccination site pruritus (itching),N/A,,N/A,,,N/A,,,N/A,257,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Fever ≥ 38°C,N/A,,N/A,,,N/A,,,N/A,257,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Dizziness,N/A,,N/A,,,N/A,,,N/A,231,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Erythema (redness),N/A,,N/A,,,N/A,,,N/A,226,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Dyspnoea (laboured breathing),N/A,,N/A,,,N/A,,,N/A,209,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Vaccination site cellulitis,N/A,,N/A,,,N/A,,,N/A,207,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Hypoaesthesia (numbness),N/A,,N/A,,,N/A,,,N/A,204,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Chills,N/A,,N/A,,,N/A,,,N/A,194,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Pain,N/A,,N/A,,,N/A,,,N/A,173,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Vomiting,N/A,,N/A,,,N/A,,,N/A,168,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Other allergic reactions,N/A,,N/A,,,N/A,,,N/A,160,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Vaccination site induration (hardness),N/A,,N/A,,,N/A,,,N/A,148,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Diarrhea,N/A,,N/A,,,N/A,,,N/A,144,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Throat tightness,N/A,,N/A,,,N/A,,,N/A,140,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Vaccination site rash,N/A,,N/A,,,N/A,,,N/A,140,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Chest discomfort,N/A,,N/A,,,N/A,,,N/A,125,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Tachycardia (fast heartbeat),N/A,,N/A,,,N/A,,,N/A,120,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Arthralgia (joint pain),N/A,,N/A,,,N/A,,,N/A,118,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Vaccination site inflammation,N/A,,N/A,,,N/A,,,N/A,115,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Myalgia (muscle pain),N/A,,N/A,,,N/A,,,N/A,114,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Malaise (discomfort),N/A,,N/A,,,N/A,,,N/A,97,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Dysphagia (difficulty swallowing),N/A,,N/A,,,N/A,,,N/A,96,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Extensive swelling of vaccinated limb,N/A,,N/A,,,N/A,,,N/A,89,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Flushing,N/A,,N/A,,,N/A,,,N/A,87,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Swelling face,N/A,,N/A,,,N/A,,,N/A,86,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Dermatitis allergic,N/A,,N/A,,,N/A,,,N/A,84,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Lip swelling,N/A,,N/A,,,N/A,,,N/A,84,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Feeling hot,N/A,,N/A,,,N/A,,,N/A,81,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Cough,N/A,,N/A,,,N/A,,,N/A,77,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Swollen tongue,N/A,,N/A,,,N/A,,,N/A,74,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Dysphonia (hoarse voice),N/A,,N/A,,,N/A,,,N/A,73,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Abdominal pain,N/A,,N/A,,,N/A,,,N/A,72,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Oropharyngeal pain (throat pain),N/A,,N/A,,,N/A,,,N/A,68,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Asthenia (weakness),N/A,,N/A,,,N/A,,,N/A,64,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Hyperhidrosis (excessive sweating),N/A,,N/A,,,N/A,,,N/A,60,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-09,2021-04-16,Anaphylaxis,N/A,,N/A,,,N/A,,,N/A,60,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-16,2021-04-23,Vaccination site pain,N/A,,N/A,,,N/A,,,N/A,833,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-16,2021-04-23,Vaccination site erythema (redness),N/A,,N/A,,,N/A,,,N/A,662,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-16,2021-04-23,Vaccination site swelling,N/A,,N/A,,,N/A,,,N/A,564,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-16,2021-04-23,Pruritus (itching),N/A,,N/A,,,N/A,,,N/A,516,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-16,2021-04-23,Paraesthesia (tingling or prickling),N/A,,N/A,,,N/A,,,N/A,467,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-16,2021-04-23,Headache,N/A,,N/A,,,N/A,,,N/A,410,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-16,2021-04-23,Vaccination site warmth,N/A,,N/A,,,N/A,,,N/A,408,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-16,2021-04-23,Urticaria (hives),N/A,,N/A,,,N/A,,,N/A,353,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-16,2021-04-23,Rash,N/A,,N/A,,,N/A,,,N/A,331,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-16,2021-04-23,Vaccination site reaction,N/A,,N/A,,,N/A,,,N/A,329,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-16,2021-04-23,Nausea,N/A,,N/A,,,N/A,,,N/A,323,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-16,2021-04-23,Fatigue,N/A,,N/A,,,N/A,,,N/A,299,N/A,,N/A,,,N/A,N/A,,N/A
2021-04-16,2021-04-23,Adenopathy/lymphadenopathy (swollen lymph nodes),N/A,,N/A,,,N/A,,,N/A,279,N/A,,N/A,,,N/A,N/A,,N/A
