data-cut-off-date,web-posting-date,vaccine-name,non-serious-all,serious-all,total-all,non-serious-rate-all,serious-rate-all,total-rate-all,doses-admin-all,non-serious-18plus,serious-18plus,total-18plus,non-serious-rate-18plus,serious-rate-18plus,total-rate-18plus,doses-admin-18plus,non-serious-12to17,serious-12to17,total-12to17,non-serious-rate-12to17,serious-rate-12to17,total-rate-12to17,doses-admin-12to17,non-serious-5to11,serious-5to11,total-5to11,non-serious-rate-5to11,serious-rate-5to11,total-rate-5to11,doses-admin-5to11,non-serious-0to4,serious-0to4,total-0to4,non-serious-rate-0to4,serious-rate-0to4,total-rate-0to4,doses-admin-0to4
2022-02-11,2022-02-18,Pfizer-BioNTech (Dose 2),4256,1727,5983,20.41,8.28,28.69,20852848,3899,1457,5356,21.59,8.07,29.66,18058317,321,147,468,15.13,6.93,22.06,2121472,16,7,23,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Pfizer-BioNTech (Dose 3),354,219,573,4.06,2.51,6.57,8718628,349,199,548,4.04,2.30,6.35,8634089,1,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Moderna (Total),10004,1513,11517,44.74,6.77,51.51,22358853,9964,1406,11370,44.67,6.30,50.97,22306534,11,7,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Moderna (Dose 1),5734,585,6319,90.74,9.26,100.00,6319226,5712,552,6264,90.75,8.77,99.52,6294012,10,1,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Moderna (Dose 2),2506,631,3137,29.74,7.49,37.23,8425914,2490,590,3080,29.63,7.02,36.65,8402717,1,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Moderna (Dose 3),376,98,474,4.93,1.29,6.22,7625446,376,90,466,4.93,1.18,6.11,7621637,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,COVISHIELD/AstraZeneca (Total),2705,813,3518,96.78,29.09,125.87,2794893,2697,727,3424,96.51,26.01,122.52,2794662,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,COVISHIELD/AstraZeneca (Dose 1),2085,499,2584,93.79,22.45,116.24,2222963,2084,468,2552,93.76,21.05,114.81,2222778,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,COVISHIELD/AstraZeneca (Dose 2),116,81,197,20.33,14.19,34.52,570645,112,74,186,19.63,12.97,32.60,570592,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Janssen (Total),13,11,24,77.11,65.25,142.36,16859,12,10,22,71.22,59.35,130.56,16850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Janssen (Dose 1),11,8,19,N/A,N/A,N/A,N/A,11,7,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Unknown vaccine (Total),45,256,301,N/A,N/A,N/A,N/A,40,224,264,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Unknown vaccine (Dose 1),13,54,67,N/A,N/A,N/A,N/A,10,45,55,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Unknown vaccine (Dose 2),14,59,73,N/A,N/A,N/A,N/A,13,53,66,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Unknown vaccine (Dose 3),4,18,22,N/A,N/A,N/A,N/A,4,16,20,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,Pfizer-BioNTech (Total),17687,5607,23294,32.85,10.41,43.27,53836277,16370,4815,21185,34.94,10.28,45.21,46856741,1019,308,1327,22.69,6.86,29.55,4490213,230,48,278,9.27,1.94,11.21,2479835,,,,,,,
2022-02-18,2022-02-25,Pfizer-BioNTech (Dose 1),10476,2936,13412,44.19,12.38,56.57,23707786,9660,2585,12245,48.78,13.05,61.83,19803682,601,134,735,26.88,5.99,32.87,2236074,189,30,219,11.37,1.80,13.17,1662305,,,,,,,
2022-02-18,2022-02-25,Pfizer-BioNTech (Dose 2),4403,1751,6154,20.93,8.32,29.25,21040712,4038,1476,5514,22.32,8.16,30.48,18090302,324,152,476,15.25,7.15,22.40,2125130,19,11,30,2.31,1.34,3.65,822482,,,,,,,
2022-02-18,2022-02-25,Pfizer-BioNTech (Dose 3),413,236,649,4.57,2.61,7.18,9044913,407,215,622,4.57,2.41,6.98,8915093,2,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,Moderna (Total),10334,1562,11896,45.75,6.91,52.66,22590253,10292,1452,11744,45.67,6.44,52.11,22537127,12,7,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,Moderna (Dose 1),5839,599,6438,92.28,9.47,101.75,6327515,5816,566,6382,92.28,8.98,101.27,6302276,11,1,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,Moderna (Dose 2),2615,645,3260,31.00,7.65,38.64,8436801,2598,602,3200,30.88,7.16,38.03,8413495,1,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,Moderna (Dose 3),473,109,582,6.05,1.39,7.44,7824005,473,101,574,6.05,1.29,7.34,7819558,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,COVISHIELD/AstraZeneca (Total),3047,824,3871,108.99,29.47,138.46,2795665,2722,737,3459,97.37,26.36,123.74,2795434,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,COVISHIELD/AstraZeneca (Dose 1),2234,528,2762,100.48,23.75,124.23,2223343,2107,494,2601,94.78,22.22,117.00,2223158,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,COVISHIELD/AstraZeneca (Dose 2),201,59,260,35.20,10.33,45.54,570970,113,57,170,19.79,9.98,29.78,570917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,Janssen (Total),17,12,29,96.84,68.36,165.20,17555,16,11,27,91.19,62.70,153.89,17545,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,Janssen (Dose 1),14,9,23,N/A,N/A,N/A,N/A,14,8,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,Unknown vaccine (Total),46,266,312,N/A,N/A,N/A,N/A,40,232,272,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,Unknown vaccine (Dose 1),13,55,68,N/A,N/A,N/A,N/A,10,46,56,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,Unknown vaccine (Dose 2),14,60,74,N/A,N/A,N/A,N/A,13,53,66,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-18,2022-02-25,Unknown vaccine (Dose 3),5,22,27,N/A,N/A,N/A,N/A,4,19,23,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,Pfizer-BioNTech (Total),18112,5742,23854,33.36,10.58,43.94,54285687,16738,4928,21666,35.56,10.47,46.03,47072116,1025,319,1344,22.34,6.95,29.29,4588868,278,54,332,10.63,2.07,12.70,2614918,,,,,,,
2022-02-25,2022-03-04,Pfizer-BioNTech (Dose 1),10635,2990,13625,44.81,12.60,57.41,23732783,9791,2629,12420,49.43,13.27,62.71,19806762,602,140,742,26.84,6.24,33.09,2242640,215,33,248,12.82,1.97,14.78,1677601,,,,,,,
2022-02-25,2022-03-04,Pfizer-BioNTech (Dose 2),4581,1794,6375,21.63,8.47,30.09,21183597,4194,1510,5704,23.16,8.34,31.50,18105795,328,156,484,15.36,7.30,22.66,2135713,37,13,50,3.94,1.38,5.32,939108,,,,,,,
2022-02-25,2022-03-04,Pfizer-BioNTech (Dose 3),492,254,746,5.28,2.73,8.01,9315158,484,232,716,5.32,2.55,7.87,9101420,3,2,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,Moderna (Total),10678,1629,12307,46.98,7.17,54.15,22728215,10635,1516,12151,46.90,6.69,53.59,22674459,12,7,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,Moderna (Dose 1),5905,612,6517,93.24,9.66,102.90,6333074,5882,579,6461,93.25,9.18,102.43,6307821,11,1,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,Moderna (Dose 2),2721,674,3395,32.22,7.98,40.20,8445115,2704,630,3334,32.11,7.48,39.59,8421748,1,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,Moderna (Dose 3),633,124,757,7.97,1.56,9.53,7942860,632,114,746,7.96,1.44,9.40,7937874,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,COVISHIELD/AstraZeneca (Total),3060,836,3896,109.42,29.89,139.32,2796536,2733,749,3482,97.74,26.79,124.52,2796299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,COVISHIELD/AstraZeneca (Dose 1),2249,534,2783,101.13,24.01,125.15,2223784,2121,500,2621,95.39,22.49,117.87,2223596,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,COVISHIELD/AstraZeneca (Dose 2),199,62,261,34.83,10.85,45.68,571333,111,60,171,19.43,10.50,29.93,571277,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,Janssen (Total),19,13,32,105.49,72.18,177.67,18011,18,12,30,100.00,66.67,166.67,18000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,Janssen (Dose 1),15,10,25,86.09,57.39,143.48,17424,15,9,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,Unknown vaccine (Total),49,268,317,N/A,N/A,N/A,N/A,41,234,275,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,Unknown vaccine (Dose 1),13,55,68,N/A,N/A,N/A,N/A,10,46,56,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,Unknown vaccine (Dose 2),14,61,75,N/A,N/A,N/A,N/A,13,54,67,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-25,2022-03-04,Unknown vaccine (Dose 3),5,22,27,N/A,N/A,N/A,N/A,4,19,23,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,Pfizer-BioNTech (Total),18516,5838,24354,33.93,10.70,44.62,54575301,17083,4998,22081,36.19,10.59,46.77,47208088,1049,330,1379,22.50,7.08,29.58,4661929,313,57,370,11.61,2.11,13.73,2695236,,,,,,,
2022-03-04,2022-03-11,Pfizer-BioNTech (Dose 1),10823,3020,13843,45.57,12.72,58.29,23748316,9946,2654,12600,50.20,13.40,63.60,19812357,614,141,755,27.36,6.28,33.65,2243807,235,36,271,13.94,2.13,16.07,1686329,,,,,,,
2022-03-04,2022-03-11,Pfizer-BioNTech (Dose 2),4717,1836,6553,22.18,8.63,30.81,21270279,4317,1540,5857,23.82,8.50,32.32,18119683,330,163,493,15.42,7.62,23.04,2139802,50,14,64,4.96,1.39,6.35,1007645,,,,,,,
2022-03-04,2022-03-11,Pfizer-BioNTech (Dose 3),562,269,831,5.92,2.83,8.75,9493960,547,243,790,5.94,2.64,8.58,9211329,9,4,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,Moderna (Total),10961,1668,12629,48.05,7.31,55.36,22810920,10914,1550,12464,47.96,6.81,54.77,22756783,12,7,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,Moderna (Dose 1),5991,620,6611,94.56,9.79,104.35,6335553,5968,585,6553,94.58,9.27,103.85,6310328,11,1,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,Moderna (Dose 2),2805,687,3492,33.19,8.13,41.32,8450579,2789,642,3431,33.10,7.62,40.71,8427153,1,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,Moderna (Dose 3),740,140,880,9.24,1.75,10.98,8011678,734,128,862,9.17,1.60,10.77,8006335,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,COVISHIELD/AstraZeneca (Total),3111,843,3954,111.23,30.14,141.38,2796806,2782,755,3537,99.48,27.00,126.48,2796571,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,COVISHIELD/AstraZeneca (Dose 1),2297,536,2833,103.29,24.10,127.39,2223912,2169,502,2671,97.54,22.57,120.11,2223725,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,COVISHIELD/AstraZeneca (Dose 2),200,63,263,35.00,11.02,46.02,571444,112,59,171,19.60,10.33,29.93,571389,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,Janssen (Total),21,13,34,114.27,70.74,185.01,18377,20,12,32,108.90,65.34,174.23,18366,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,Janssen (Dose 1),16,10,26,90.01,56.26,146.26,17776,16,9,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,Unknown vaccine (Total),50,269,319,N/A,N/A,N/A,N/A,42,234,276,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,Unknown vaccine (Dose 1),14,55,69,N/A,N/A,N/A,N/A,11,46,57,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,Unknown vaccine (Dose 2),14,61,75,N/A,N/A,N/A,N/A,13,54,67,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-04,2022-03-11,Unknown vaccine (Dose 3),5,23,28,N/A,N/A,N/A,N/A,4,19,23,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Pfizer-BioNTech (Total),18963,5913,24876,34.62,10.80,45.42,54774227,17479,5064,22543,36.94,10.70,47.65,47312579,1065,333,1398,22.64,7.08,29.72,4703826,344,57,401,12.52,2.07,14.60,2747439,,,,,,,
2022-03-11,2022-03-18,Pfizer-BioNTech (Dose 1),11057,3042,14099,46.53,12.80,59.33,23761754,10152,2674,12826,51.23,13.49,64.72,19818440,622,141,763,27.71,6.28,33.99,2244811,253,36,289,14.95,2.13,17.07,1692603,,,,,,,
2022-03-11,2022-03-18,Pfizer-BioNTech (Dose 2),4866,1863,6729,22.81,8.73,31.55,21330633,4446,1565,6011,24.52,8.63,33.15,18132671,338,164,502,15.77,7.65,23.42,2143051,62,14,76,5.90,1.33,7.23,1051565,,,,,,,
2022-03-11,2022-03-18,Pfizer-BioNTech (Dose 3),615,286,901,6.40,2.98,9.38,9607201,597,258,855,6.43,2.78,9.21,9287905,10,6,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Pfizer-BioNTech (Dose 4),4,0,4,N/A,N/A,N/A,N/A,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Moderna (Total),11205,1692,12897,49.02,7.40,56.43,22856093,11157,1574,12731,48.93,6.90,55.83,22801748,12,7,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Moderna (Dose 1),6055,624,6679,95.54,9.85,105.39,6337443,6032,589,6621,95.56,9.33,104.89,6312246,11,1,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Moderna (Dose 2),2884,697,3581,34.11,8.24,42.35,8455773,2868,652,3520,34.01,7.73,41.74,8432321,1,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Moderna (Dose 3),835,145,980,10.52,1.83,12.35,7937846,828,133,961,10.44,1.68,12.11,7932343,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Moderna (Dose 4),10,3,13,N/A,N/A,N/A,N/A,10,3,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,COVISHIELD/AstraZeneca (Total),2811,849,3660,100.50,30.35,130.86,2796947,2803,761,3564,100.22,27.21,127.43,2796721,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,COVISHIELD/AstraZeneca (Dose 1),2188,491,2679,98.38,22.08,120.46,2224024,2184,505,2689,98.21,22.71,120.92,2223844,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,COVISHIELD/AstraZeneca (Dose 2),116,63,179,20.30,11.02,31.32,571533,113,59,172,19.77,10.32,30.10,571487,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,COVISHIELD/AstraZeneca (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Janssen (Total),23,15,38,122.20,79.70,201.90,18821,22,14,36,116.96,74.43,191.39,18810,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Janssen (Dose 1),18,11,29,98.68,60.30,158.98,18241,18,10,28,98.73,54.85,153.58,18231,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Janssen (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Unknown vaccine (Total),50,270,320,N/A,N/A,N/A,N/A,42,235,277,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Unknown vaccine (Dose 1),14,55,69,N/A,N/A,N/A,N/A,11,45,56,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Unknown vaccine (Dose 2),14,61,75,N/A,N/A,N/A,N/A,13,55,68,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-03-11,2022-03-18,Unknown vaccine (Dose 3),5,23,28,N/A,N/A,N/A,N/A,4,19,23,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
