data-cut-off-date,web-posting-date,aesi-category,aesi,pfizer-events,pfizer-bivalent-events,moderna-events,moderna-bivalent-BA1-events,moderna-bivalent-BA.4/5-events,cov-azc-events,janssen-events,Novavax-events,unspecified-events,total-events,pfizer-rate,moderna-rate,moderna-bivalent-BA1-rate,moderna-bivalent-BA.4/5-rate,cov-azc-rate,Janssen-rate,total-rate
2021-06-18,2021-06-25,Cardiovascular system,Cardiac failure,7,,0,,,2,,,0,9,0.03,0.00,,,0.08,,0.03
2021-06-18,2021-06-25,Cardiovascular system,Myocardial infarction (heart attack),18,,7,,,5,,,0,30,0.08,0.12,,,0.19,,0.09
2021-06-18,2021-06-25,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),50,,10,,,5,,,0,65,0.21,0.17,,,0.19,,0.20
2021-06-18,2021-06-25,Cardiovascular system,Subtotal n (%),80,,24,,,17,,,0,121,0.34,0.40,,,0.65,,0.37
2021-06-18,2021-06-25,Circulatory system,Cerebral venous (sinus) thrombosis,2,,0,,,10,,,0,12,0.01,0.00,,,0.39,,0.04
2021-06-18,2021-06-25,Circulatory system,Cerebral thrombosis ,1,,1,,,2,,,0,4,0.00,0.02,,,0.08,,0.01
2021-06-18,2021-06-25,Circulatory system,Cutaneous vasculitis,2,,1,,,0,,,0,3,0.01,0.02,,,0.00,,0.01
2021-06-18,2021-06-25,Circulatory system,Deep vein thrombosis,35,,13,,,35,,,1,84,0.15,0.22,,,1.35,,0.26
2021-06-18,2021-06-25,Circulatory system,Embolism,2,,0,,,5,,,0,7,0.01,0.00,,,0.19,,0.02
2021-06-18,2021-06-25,Circulatory system,Haemorrhage (bleeding),7,,6,,,4,,,0,17,0.03,0.10,,,0.15,,0.05
2021-06-18,2021-06-25,Circulatory system,Pulmonary embolism,59,,23,,,73,,,1,156,0.25,0.38,,,2.81,,0.48
2021-06-18,2021-06-25,Circulatory system,Thrombosis (blood clot),38,,4,,,59,,,4,105,0.16,0.07,,,2.27,,0.32
2021-06-18,2021-06-25,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),3,,1,,,54,,,0,58,0.01,0.02,,,2.08,,0.18
2021-06-18,2021-06-25,Circulatory system,Subtotal n (%),149,,49,,,242,,,6,446,0.63,0.82,,,9.32,,1.38
2021-06-18,2021-06-25,Hepato-gastrointestinal and renal system,Acute kidney injury,11,,3,,,1,,,0,15,0.05,0.05,,,0.04,,0.05
2021-06-18,2021-06-25,Hepato-gastrointestinal and renal system,Liver injury,2,,1,,,0,,,0,3,0.01,0.02,,,0.00,,0.01
2021-06-18,2021-06-25,Hepato-gastrointestinal and renal system,Subtotal n (%),13,,4,,,1,,,0,18,0.05,0.07,,,0.04,,0.06
2021-06-18,2021-06-25,Nerves and central nervous system,Bell's Palsy,110,,32,,,22,,,0,164,0.46,0.53,,,0.85,,0.51
2021-06-18,2021-06-25,Nerves and central nervous system,Cerebrovascular accident (stroke),42,,6,,,21,,,2,71,0.18,0.10,,,0.81,,0.22
2021-06-18,2021-06-25,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),6,,2,,,2,,,0,10,0.03,0.03,,,0.08,,0.03
2021-06-18,2021-06-25,Nerves and central nervous system,Subtotal n (%),158,,40,,,45,,,2,245,0.66,0.67,,,1.73,,0.76
2021-06-18,2021-06-25,Other system,Anaphylaxis,70,,13,,,0,,,0,83,0.29,0.22,,,0.00,,0.26
2021-06-18,2021-06-25,Other system,COVID-19*,83,,1,,,2,,,0,86,0.35,0.02,,,0.08,,0.27
2021-06-18,2021-06-25,Other system,Subtotal n (%),153,,14,,,2,,,0,169,0.64,0.23,,,0.08,,0.52
2021-06-18,2021-06-25,Pregnancy outcomes,Fetal growth restriction,3,,0,,,0,,,0,3,0.01,0.00,,,0.00,,0.01
2021-06-18,2021-06-25,Pregnancy outcomes,Spontaneous abortion,11,,2,,,0,,,0,13,0.05,0.03,,,0.00,,0.04
2021-06-18,2021-06-25,Pregnancy outcomes,Subtotal n (%),14,,2,,,0,,,0,16,0.06,0.03,,,0.00,,0.05
2021-06-18,2021-06-25,Respiratory system,Acute respiratory distress syndrome,1,,0,,,0,,,0,1,0.00,0.00,,,0.00,,0.00
2021-06-18,2021-06-25,Respiratory system,Subtotal n (%),1,,0,,,0,,,0,1,0.00,0.00,,,0.00,,0.00
2021-06-18,2021-06-25,"Skin and mucous membrane, bone and joints system",Chilblains,5,,0,,,0,,,0,5,0.02,0.00,,,0.00,,0.02
2021-06-18,2021-06-25,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),5,,3,,,1,,,0,9,0.02,0.05,,,0.04,,0.03
2021-06-18,2021-06-25,"Skin and mucous membrane, bone and joints system",Subtotal n (%),10,,3,,,1,,,0,14,0.04,0.05,,,0.04,,0.04
2021-06-18,2021-06-25,All AESI categories ,TOTAL,599,,140,,,358,,,8,1105,2.52,2.34,,,13.79,,3.41
2021-06-25,2021-07-05,Auto-immune diseases,Guillain-Barré Syndrome,11,,3,,,17,,,1,32,0.05,0.05,,,0.65,,0.10
2021-06-25,2021-07-05,Auto-immune diseases,Thrombocytopenia (low blood platelets),12,,3,,,33,,,0,48,0.05,0.05,,,1.27,,0.15
2021-06-25,2021-07-05,Auto-immune diseases,Subtotal n (%),23,,6,,,50,,,1,80,0.10,0.10,,,1.93,,0.25
2021-06-25,2021-07-05,Cardiovascular system,Cardiac arrest,6,,7,,,5,,,0,18,0.03,0.12,,,0.19,,0.06
2021-06-25,2021-07-05,Cardiovascular system,Cardiac failure,8,,0,,,2,,,0,10,0.03,0.00,,,0.08,,0.03
2021-06-25,2021-07-05,Cardiovascular system,Myocardial infarction (heart attack),19,,7,,,4,,,0,30,0.08,0.12,,,0.15,,0.09
2021-06-25,2021-07-05,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),64,,18,,,7,,,1,90,0.27,0.30,,,0.27,,0.28
2021-06-25,2021-07-05,Cardiovascular system,Subtotal n (%),97,,32,,,18,,,1,148,0.41,0.53,,,0.69,,0.46
2021-06-25,2021-07-05,Circulatory system,Cerebral venous (sinus) thrombosis,2,,0,,,10,,,0,12,0.01,0.00,,,0.39,,0.04
2021-06-25,2021-07-05,Circulatory system,Cerebral thrombosis ,1,,1,,,2,,,0,4,0.00,0.02,,,0.08,,0.01
2021-06-25,2021-07-05,Circulatory system,Cutaneous vasculitis,2,,3,,,0,,,0,5,0.01,0.05,,,0.00,,0.02
2021-06-25,2021-07-05,Circulatory system,Deep vein thrombosis,37,,14,,,39,,,1,91,0.16,0.23,,,1.50,,0.28
2021-06-25,2021-07-05,Circulatory system,Embolism,2,,1,,,5,,,0,8,0.01,0.02,,,0.19,,0.02
2021-06-25,2021-07-05,Circulatory system,Haemorrhage (bleeding),7,,6,,,4,,,0,17,0.03,0.10,,,0.15,,0.05
2021-06-25,2021-07-05,Circulatory system,Pulmonary embolism,65,,24,,,79,,,1,169,0.27,0.40,,,3.04,,0.52
2021-06-25,2021-07-05,Circulatory system,Thrombosis (blood clot),41,,4,,,59,,,4,108,0.17,0.07,,,2.27,,0.33
2021-06-25,2021-07-05,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),3,,1,,,55,,,0,59,0.01,0.02,,,2.12,,0.18
2021-06-25,2021-07-05,Circulatory system,Subtotal n (%),160,,54,,,253,,,6,473,0.67,0.90,,,9.74,,1.46
2021-06-25,2021-07-05,Hepato-gastrointestinal and renal system,Acute kidney injury,12,,3,,,1,,,0,16,0.05,0.05,,,0.04,,0.05
2021-06-25,2021-07-05,Hepato-gastrointestinal and renal system,Liver injury,3,,1,,,0,,,0,4,0.01,0.02,,,0.00,,0.01
2021-06-25,2021-07-05,Hepato-gastrointestinal and renal system,Subtotal n (%),15,,4,,,1,,,0,20,0.06,0.07,,,0.04,,0.06
2021-06-25,2021-07-05,Nerves and central nervous system,Bell's Palsy,145,,41,,,28,,,1,215,0.61,0.68,,,1.08,,0.66
2021-06-25,2021-07-05,Nerves and central nervous system,Cerebrovascular accident (stroke),45,,7,,,22,,,2,76,0.19,0.12,,,0.85,,0.23
2021-06-25,2021-07-05,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),8,,2,,,3,,,0,13,0.03,0.03,,,0.12,,0.04
2021-06-25,2021-07-05,Nerves and central nervous system,Subtotal n (%),198,,50,,,53,,,3,304,0.83,0.84,,,2.04,,0.94
2021-06-25,2021-07-05,Other system,Anaphylaxis,72,,14,,,1,,,0,87,0.30,0.23,,,0.04,,0.27
2021-06-25,2021-07-05,Other system,COVID-19*,84,,1,,,2,,,0,87,0.35,0.02,,,0.08,,0.27
2021-06-25,2021-07-05,Other system,Subtotal n (%),156,,15,,,3,,,0,174,0.66,0.25,,,0.12,,0.54
2021-06-25,2021-07-05,Pregnancy outcomes,Fetal growth restriction,4,,0,,,0,,,0,4,0.02,0.00,,,0.00,,0.01
2021-06-25,2021-07-05,Pregnancy outcomes,Spontaneous abortion,12,,3,,,0,,,0,15,0.05,0.05,,,0.00,,0.05
2021-06-25,2021-07-05,Pregnancy outcomes,Subtotal n (%),16,,3,,,0,,,0,19,0.07,0.05,,,0.00,,0.06
2021-06-25,2021-07-05,Respiratory system,Acute respiratory distress syndrome,1,,0,,,0,,,0,1,0.00,0.00,,,0.00,,0.00
2021-06-25,2021-07-05,Respiratory system,Subtotal n (%),1,,0,,,0,,,0,1,0.00,0.00,,,0.00,,0.00
2021-06-25,2021-07-05,"Skin and mucous membrane, bone and joints system",Chilblains,5,,0,,,0,,,0,5,0.02,0.00,,,0.00,,0.02
2021-06-25,2021-07-05,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),6,,3,,,1,,,0,10,0.03,0.05,,,0.04,,0.03
2021-06-25,2021-07-05,"Skin and mucous membrane, bone and joints system",Subtotal n (%),11,,3,,,1,,,0,15,0.05,0.05,,,0.04,,0.05
2021-06-25,2021-07-05,All AESI categories ,TOTAL,677,,167,,,379,,,11,1234,2.85,2.79,,,14.59,,3.81
2021-07-02,2021-07-09,Auto-immune diseases,Guillain-Barré Syndrome,12,,4,,,20,,,1,37,0.05,0.05,,,0.75,,0.10
2021-07-02,2021-07-09,Auto-immune diseases,Thrombocytopenia (low blood platelets),12,,4,,,33,,,1,50,0.05,0.05,,,1.23,,0.14
2021-07-02,2021-07-09,Auto-immune diseases,Subtotal n (%),24,,8,,,53,,,2,87,0.09,0.10,,,1.97,,0.24
2021-07-02,2021-07-09,Cardiovascular system,Cardiac arrest,6,,8,,,5,,,0,19,0.02,0.10,,,0.19,,0.05
2021-07-02,2021-07-09,Cardiovascular system,Cardiac failure,8,,1,,,2,,,0,11,0.03,0.01,,,0.07,,0.03
2021-07-02,2021-07-09,Cardiovascular system,Myocardial infarction (heart attack),21,,7,,,5,,,1,34,0.08,0.09,,,0.19,,0.10
2021-07-02,2021-07-09,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),70,,26,,,8,,,1,105,0.28,0.34,,,0.30,,0.29
2021-07-02,2021-07-09,Cardiovascular system,Subtotal n (%),105,,42,,,20,,,2,169,0.41,0.55,,,0.75,,0.47
2021-07-02,2021-07-09,Circulatory system,Cerebral venous (sinus) thrombosis,2,,0,,,10,,,0,12,0.01,0.00,,,0.37,,0.03
2021-07-02,2021-07-09,Circulatory system,Cerebral thrombosis ,2,,1,,,2,,,0,5,0.01,0.01,,,0.07,,0.01
2021-07-02,2021-07-09,Circulatory system,Cutaneous vasculitis,2,,3,,,0,,,0,5,0.01,0.04,,,0.00,,0.01
2021-07-02,2021-07-09,Circulatory system,Deep vein thrombosis,41,,18,,,41,,,1,101,0.16,0.24,,,1.53,,0.28
2021-07-02,2021-07-09,Circulatory system,Embolism,2,,1,,,5,,,0,8,0.01,0.01,,,0.19,,0.02
2021-07-02,2021-07-09,Circulatory system,Haemorrhage (bleeding),10,,6,,,5,,,0,21,0.04,0.08,,,0.19,,0.06
2021-07-02,2021-07-09,Circulatory system,Pulmonary embolism,67,,26,,,81,,,1,175,0.26,0.34,,,3.02,,0.49
2021-07-02,2021-07-09,Circulatory system,Thrombosis (blood clot),46,,4,,,62,,,4,116,0.18,0.05,,,2.31,,0.32
2021-07-02,2021-07-09,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),3,,1,,,55,,,0,59,0.01,0.01,,,2.05,,0.16
2021-07-02,2021-07-09,Circulatory system,Subtotal n (%),175,,60,,,261,,,6,502,0.69,0.79,,,9.73,,1.40
2021-07-02,2021-07-09,Hepato-gastrointestinal and renal system,Acute kidney injury,11,,3,,,1,,,0,15,0.04,0.04,,,0.04,,0.04
2021-07-02,2021-07-09,Hepato-gastrointestinal and renal system,Liver injury,3,,1,,,0,,,0,4,0.01,0.01,,,0.00,,0.01
2021-07-02,2021-07-09,Hepato-gastrointestinal and renal system,Subtotal n (%),14,,4,,,1,,,0,19,0.06,0.05,,,0.04,,0.05
2021-07-02,2021-07-09,Nerves and central nervous system,Bell's Palsy,158,,46,,,31,,,1,236,0.62,0.60,,,1.16,,0.66
2021-07-02,2021-07-09,Nerves and central nervous system,Cerebrovascular accident (stroke),48,,9,,,23,,,2,82,0.19,0.12,,,0.86,,0.23
2021-07-02,2021-07-09,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),8,,3,,,3,,,0,14,0.03,0.04,,,0.11,,0.04
2021-07-02,2021-07-09,Nerves and central nervous system,Subtotal n (%),214,,58,,,57,,,3,332,0.84,0.76,,,2.12,,0.93
2021-07-02,2021-07-09,Other system,Anaphylaxis,79,,15,,,0,,,0,94,0.31,0.20,,,0.00,,0.26
2021-07-02,2021-07-09,Other system,COVID-19*,85,,1,,,2,,,0,88,0.33,0.01,,,0.07,,0.25
2021-07-02,2021-07-09,Other system,Subtotal n (%),164,,16,,,2,,,0,182,0.64,0.21,,,0.07,,0.51
2021-07-02,2021-07-09,Pregnancy outcomes,Fetal growth restriction,4,,0,,,0,,,0,4,0.02,0.00,,,0.00,,0.01
2021-07-02,2021-07-09,Pregnancy outcomes,Spontaneous abortion,12,,4,,,0,,,0,16,0.05,0.05,,,0.00,,0.04
2021-07-02,2021-07-09,Pregnancy outcomes,Subtotal n (%),16,,4,,,0,,,0,20,0.06,0.05,,,0.00,,0.06
2021-07-02,2021-07-09,Respiratory system,Acute respiratory distress syndrome,1,,0,,,0,,,0,1,0.00,0.00,,,0.00,,0.00
2021-07-02,2021-07-09,Respiratory system,Subtotal n (%),1,,0,,,0,,,0,1,0.00,0.00,,,0.00,,0.00
2021-07-02,2021-07-09,"Skin and mucous membrane, bone and joints system",Chilblains,5,,0,,,0,,,0,5,0.02,0.00,,,0.00,,0.01
2021-07-02,2021-07-09,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),6,,3,,,1,,,0,10,0.02,0.04,,,0.04,,0.03
2021-07-02,2021-07-09,"Skin and mucous membrane, bone and joints system",Subtotal n (%),11,,3,,,1,,,0,15,0.04,0.04,,,0.04,,0.04
2021-07-02,2021-07-09,All AESI categories ,TOTAL,724,,195,,,395,,,13,1327,2.85,2.56,,,14.72,,3.71
2021-07-09,2021-07-16,Auto-immune diseases,Guillain-Barré Syndrome,14,,4,,,25,,,0,43,0.05,0.04,,,0.92,,0.11
2021-07-09,2021-07-16,Auto-immune diseases,Thrombocytopenia (low blood platelets),12,,4,,,33,,,1,50,0.04,0.04,,,1.21,,0.13
2021-07-09,2021-07-16,Auto-immune diseases,Subtotal n (%),26,,8,,,58,,,1,93,0.09,0.09,,,2.14,,0.24
2021-07-09,2021-07-16,Cardiovascular system,Cardiac arrest,6,,8,,,5,,,0,19,0.02,0.09,,,0.18,,0.05
2021-07-09,2021-07-16,Cardiovascular system,Cardiac failure,9,,2,,,2,,,0,13,0.03,0.02,,,0.07,,0.03
2021-07-09,2021-07-16,Cardiovascular system,Myocardial infarction (heart attack),25,,8,,,7,,,1,41,0.09,0.09,,,0.26,,0.10
2021-07-09,2021-07-16,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),111,,40,,,11,,,1,163,0.40,0.44,,,0.40,,0.41
2021-07-09,2021-07-16,Cardiovascular system,Subtotal n (%),151,,58,,,25,,,2,236,0.55,0.64,,,0.92,,0.60
2021-07-09,2021-07-16,Circulatory system,Cerebral venous (sinus) thrombosis,3,,0,,,11,,,0,14,0.01,0.00,,,0.40,,0.04
2021-07-09,2021-07-16,Circulatory system,Cerebral thrombosis ,2,,1,,,2,,,0,5,0.01,0.01,,,0.07,,0.01
2021-07-09,2021-07-16,Circulatory system,Cutaneous vasculitis,3,,3,,,0,,,0,6,0.01,0.03,,,0.00,,0.02
2021-07-09,2021-07-16,Circulatory system,Deep vein thrombosis,49,,20,,,42,,,0,111,0.18,0.22,,,1.55,,0.28
2021-07-09,2021-07-16,Circulatory system,Embolism,2,,1,,,5,,,0,8,0.01,0.01,,,0.18,,0.02
2021-07-09,2021-07-16,Circulatory system,Haemorrhage (bleeding),4,,6,,,6,,,0,16,0.01,0.07,,,0.22,,0.04
2021-07-09,2021-07-16,Circulatory system,Pulmonary embolism,76,,28,,,84,,,1,189,0.27,0.31,,,3.09,,0.48
2021-07-09,2021-07-16,Circulatory system,Thrombosis (blood clot),49,,8,,,64,,,2,123,0.18,0.09,,,2.36,,0.31
2021-07-09,2021-07-16,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),3,,1,,,55,,,0,59,0.01,0.01,,,2.02,,0.15
2021-07-09,2021-07-16,Circulatory system,Subtotal n (%),191,,68,,,269,,,3,531,0.69,0.75,,,9.90,,1.35
2021-07-09,2021-07-16,Hepato-gastrointestinal and renal system,Acute kidney injury,13,,3,,,1,,,0,17,0.05,0.03,,,0.04,,0.04
2021-07-09,2021-07-16,Hepato-gastrointestinal and renal system,Liver injury,5,,1,,,1,,,0,7,0.02,0.01,,,0.04,,0.02
2021-07-09,2021-07-16,Hepato-gastrointestinal and renal system,Subtotal n (%),18,,4,,,2,,,0,24,0.07,0.04,,,0.07,,0.06
2021-07-09,2021-07-16,Nerves and central nervous system,Bell's Palsy/facial paralysis,173,,51,,,35,,,1,260,0.63,0.56,,,1.29,,0.66
2021-07-09,2021-07-16,Nerves and central nervous system,Cerebrovascular accident (stroke),52,,11,,,25,,,2,90,0.19,0.12,,,0.92,,0.23
2021-07-09,2021-07-16,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),9,,3,,,4,,,0,16,0.03,0.03,,,0.15,,0.04
2021-07-09,2021-07-16,Nerves and central nervous system,Subtotal n (%),234,,65,,,64,,,3,366,0.85,0.72,,,2.36,,0.93
2021-07-09,2021-07-16,Other system,Anaphylaxis,90,,18,,,0,,,0,108,0.33,0.20,,,0.00,,0.27
2021-07-09,2021-07-16,Other system,COVID-19*,85,,7,,,6,,,0,98,0.31,0.08,,,0.22,,0.25
2021-07-09,2021-07-16,Other system,Subtotal n (%),175,,25,,,6,,,0,206,0.63,0.28,,,0.22,,0.52
2021-07-09,2021-07-16,Pregnancy outcomes,Fetal growth restriction,4,,0,,,0,,,0,4,0.01,0.00,,,0.00,,0.01
2021-07-09,2021-07-16,Pregnancy outcomes,Spontaneous abortion,14,,4,,,0,,,0,18,0.05,0.04,,,0.00,,0.05
2021-07-09,2021-07-16,Pregnancy outcomes,Subtotal n (%),18,,4,,,0,,,0,22,0.07,0.04,,,0.00,,0.06
2021-07-09,2021-07-16,Respiratory system,Acute respiratory distress syndrome,1,,0,,,0,,,0,1,0.00,0.00,,,0.00,,0.00
2021-07-09,2021-07-16,Respiratory system,Subtotal n (%),1,,0,,,0,,,0,1,0.00,0.00,,,0.00,,0.00
2021-07-09,2021-07-16,"Skin and mucous membrane, bone and joints system",Chilblains,5,,0,,,0,,,0,5,0.02,0.00,,,0.00,,0.01
2021-07-09,2021-07-16,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),7,,3,,,1,,,0,11,0.03,0.03,,,0.04,,0.03
2021-07-09,2021-07-16,"Skin and mucous membrane, bone and joints system",Subtotal n (%),12,,3,,,1,,,0,16,0.04,0.03,,,0.04,,0.04
2021-07-09,2021-07-16,All AESI categories,TOTAL,826,,235,,,425,,,9,1495,2.99,2.60,,,15.64,,3.79
2021-07-16,2021-07-23,Auto-immune diseases,Guillain-Barré Syndrome,18,,5,,,25,,,0,48,0.06,0.05,,,0.91,,0.11
2021-07-16,2021-07-23,Auto-immune diseases,Thrombocytopenia (low blood platelets),15,,5,,,40,,,1,61,0.05,0.05,,,1.45,,0.14
2021-07-16,2021-07-23,Auto-immune diseases,Subtotal n (%),33,,10,,,65,,,1,109,0.11,0.10,,,2.36,,0.25
2021-07-16,2021-07-23,Cardiovascular system,Cardiac arrest,7,,8,,,5,,,0,20,0.02,0.08,,,0.18,,0.05
2021-07-16,2021-07-23,Cardiovascular system,Cardiac failure,9,,2,,,2,,,0,13,0.03,0.02,,,0.07,,0.03
2021-07-16,2021-07-23,Cardiovascular system,Myocardial infarction (heart attack),30,,11,,,10,,,1,52,0.10,0.11,,,0.36,,0.12
2021-07-16,2021-07-23,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),132,,66,,,12,,,1,211,0.45,0.63,,,0.44,,0.49
2021-07-16,2021-07-23,Cardiovascular system,Subtotal n (%),178,,87,,,29,,,2,296,0.60,0.83,,,1.05,,0.69
2021-07-16,2021-07-23,Circulatory system,Cerebral venous (sinus) thrombosis,3,,0,,,12,,,0,15,0.01,0.00,,,0.44,,0.04
2021-07-16,2021-07-23,Circulatory system,Cerebral thrombosis ,2,,1,,,2,,,0,5,0.01,0.01,,,0.07,,0.01
2021-07-16,2021-07-23,Circulatory system,Cutaneous vasculitis,4,,3,,,0,,,0,7,0.01,0.03,,,0.00,,0.02
2021-07-16,2021-07-23,Circulatory system,Deep vein thrombosis,63,,22,,,49,,,0,134,0.21,0.21,,,1.78,,0.31
2021-07-16,2021-07-23,Circulatory system,Embolism,2,,1,,,5,,,0,8,0.01,0.01,,,0.18,,0.02
2021-07-16,2021-07-23,Circulatory system,Haemorrhage (bleeding),12,,6,,,8,,,0,26,0.04,0.06,,,0.29,,0.06
2021-07-16,2021-07-23,Circulatory system,Pulmonary embolism,84,,30,,,87,,,1,202,0.28,0.29,,,3.16,,0.47
2021-07-16,2021-07-23,Circulatory system,Thrombosis (blood clot),53,,8,,,63,,,2,126,0.18,0.08,,,2.29,,0.29
2021-07-16,2021-07-23,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),9,,2,,,56,,,0,67,0.03,0.02,,,2.03,,0.16
2021-07-16,2021-07-23,Circulatory system,Subtotal n (%),232,,73,,,282,,,3,590,0.78,0.70,,,10.24,,1.38
2021-07-16,2021-07-23,Hepato-gastrointestinal and renal system,Acute kidney injury,14,,4,,,1,,,0,19,0.05,0.04,,,0.04,,0.04
2021-07-16,2021-07-23,Hepato-gastrointestinal and renal system,Liver injury,6,,1,,,2,,,0,9,0.02,0.01,,,0.07,,0.02
2021-07-16,2021-07-23,Hepato-gastrointestinal and renal system,Subtotal n (%),20,,5,,,3,,,0,28,0.07,0.05,,,0.11,,0.07
2021-07-16,2021-07-23,Nerves and central nervous system,Bell's Palsy/facial paralysis,185,,60,,,35,,,1,281,0.63,0.57,,,1.27,,0.66
2021-07-16,2021-07-23,Nerves and central nervous system,Cerebrovascular accident (stroke),59,,12,,,29,,,2,102,0.20,0.11,,,1.05,,0.24
2021-07-16,2021-07-23,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),11,,3,,,4,,,0,18,0.04,0.03,,,0.15,,0.04
2021-07-16,2021-07-23,Nerves and central nervous system,Subtotal n (%),255,,75,,,68,,,3,401,0.86,0.72,,,2.47,,0.94
2021-07-16,2021-07-23,Other system,Anaphylaxis,95,,19,,,0,,,0,114,0.32,0.18,,,0.00,,0.27
2021-07-16,2021-07-23,Other system,COVID-19*,89,,2,,,0,,,1,92,0.30,0.02,,,0.00,,0.22
2021-07-16,2021-07-23,Other system,Subtotal n (%),184,,21,,,0,,,1,206,0.62,0.20,,,0.00,,0.48
2021-07-16,2021-07-23,Pregnancy outcomes,Fetal growth restriction,4,,0,,,0,,,0,4,0.01,0.00,,,0.00,,0.01
2021-07-16,2021-07-23,Pregnancy outcomes,Spontaneous abortion,16,,4,,,0,,,0,20,0.05,0.04,,,0.00,,0.02
2021-07-16,2021-07-23,Pregnancy outcomes,Subtotal n (%),20,,4,,,0,,,0,24,0.07,0.04,,,0.00,,0.06
2021-07-16,2021-07-23,Respiratory system,Acute respiratory distress syndrome,2,,1,,,0,,,0,2,0.01,0.01,,,0.00,,0.00
2021-07-16,2021-07-23,Respiratory system,Subtotal n (%),2,,1,,,0,,,0,2,0.01,0.01,,,0.00,,0.00
2021-07-16,2021-07-23,"Skin and mucous membrane, bone and joints system",Chilblains,6,,0,,,0,,,0,6,0.02,0.00,,,0.00,,0.01
2021-07-16,2021-07-23,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),9,,3,,,1,,,0,13,0.03,0.03,,,0.04,,0.03
2021-07-16,2021-07-23,"Skin and mucous membrane, bone and joints system",Subtotal n (%),15,,3,,,1,,,0,19,0.05,0.03,,,0.04,,0.04
2021-07-16,2021-07-23,All AESI categories,TOTAL,939,,279,,,448,,,10,1675,3.18,2.67,,,16.27,,3.91
2021-07-23,2021-07-30,Auto-immune diseases,Guillain-Barré Syndrome,20,,8,,,25,,,0,53,0.06,0.07,,,0.91,,0.12
2021-07-23,2021-07-30,Auto-immune diseases,Thrombocytopenia (low blood platelets),15,,5,,,45,,,2,67,0.05,0.04,,,1.63,,0.15
2021-07-23,2021-07-30,Auto-immune diseases,Subtotal n (%),35,,13,,,70,,,2,120,0.11,0.11,,,2.53,,0.26
2021-07-23,2021-07-30,Cardiovascular system,Cardiac arrest,8,,8,,,5,,,0,21,0.03,0.07,,,0.18,,0.05
2021-07-23,2021-07-30,Cardiovascular system,Cardiac failure,9,,2,,,3,,,0,14,0.03,0.02,,,0.11,,0.03
2021-07-23,2021-07-30,Cardiovascular system,Myocardial infarction (heart attack),32,,13,,,8,,,1,54,0.10,0.11,,,0.29,,0.12
2021-07-23,2021-07-30,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),145,,71,,,12,,,2,230,0.46,0.62,,,0.43,,0.51
2021-07-23,2021-07-30,Cardiovascular system,Subtotal n (%),194,,94,,,28,,,3,319,0.62,0.82,,,1.01,,0.70
2021-07-23,2021-07-30,Circulatory system,Cerebral venous (sinus) thrombosis,3,,0,,,14,,,0,17,0.01,0.00,,,0.51,,0.04
2021-07-23,2021-07-30,Circulatory system,Cerebral thrombosis ,2,,1,,,2,,,0,5,0.01,0.01,,,0.07,,0.01
2021-07-23,2021-07-30,Circulatory system,Cutaneous vasculitis,4,,3,,,0,,,0,7,0.01,0.03,,,0.00,,0.02
2021-07-23,2021-07-30,Circulatory system,Deep vein thrombosis,65,,22,,,49,,,0,136,0.21,0.19,,,1.77,,0.30
2021-07-23,2021-07-30,Circulatory system,Embolism,2,,1,,,6,,,0,9,0.01,0.01,,,0.22,,0.02
2021-07-23,2021-07-30,Circulatory system,Haemorrhage (bleeding),16,,7,,,8,,,0,31,0.05,0.06,,,0.29,,0.07
2021-07-23,2021-07-30,Circulatory system,Pulmonary embolism,88,,32,,,91,,,1,212,0.28,0.28,,,3.30,,0.47
2021-07-23,2021-07-30,Circulatory system,Thrombosis (blood clot),58,,8,,,69,,,2,137,0.19,0.07,,,2.50,,0.30
2021-07-23,2021-07-30,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),9,,2,,,56,,,0,67,0.03,0.02,,,2.03,,0.15
